episode,level,reward,steps,loss,epsilon
1,1,736.4,317,0.012117106467485428,1.0
2,1,735.9,293,0.008207863196730614,0.995
3,1,735.9,302,3.905099868774414,0.990025
4,1,737.0,311,0.010883849114179611,0.985074875
5,1,736.3,312,0.00992959551513195,0.9801495006250001
6,1,738.0,293,3.885077953338623,0.9752487531218751
7,1,736.3,299,0.014364343136548996,0.9703725093562657
8,1,735.0,291,0.009722444228827953,0.9655206468094844
9,1,737.0,299,0.01338322926312685,0.960693043575437
10,1,735.9,310,1.4116991758346558,0.9558895783575597
11,1,737.3,305,0.014345756731927395,0.9511101304657719
12,1,737.0,298,3.8985702991485596,0.946354579813443
13,1,737.5,298,0.004365176893770695,0.9416228069143757
14,1,733.5,316,5.500402450561523,0.9369146928798039
15,1,737.8,279,7.791263103485107,0.9322301194154049
16,1,735.3,289,3.8985276222229004,0.9275689688183278
17,1,734.5,279,4.338137626647949,0.9229311239742362
18,1,737.8,282,0.004223834257572889,0.918316468354365
19,1,737.5,303,0.0037171810399740934,0.9137248860125932
20,1,737.0,307,0.010555648244917393,0.9091562615825302
21,1,736.5,311,0.07807628810405731,0.9046104802746175
22,1,735.8,293,0.009352140128612518,0.9000874278732445
23,1,736.8,296,0.008037305437028408,0.8955869907338783
24,1,738.0,282,0.009877963922917843,0.8911090557802088
25,1,736.4,287,3.89652681350708,0.8866535105013078
26,1,737.4,283,3.898861885070801,0.8822202429488013
27,1,737.5,305,0.005151630379259586,0.8778091417340573
28,1,737.0,281,3.9008493423461914,0.8734200960253871
29,1,735.3,300,0.00328657915815711,0.8690529955452602
30,1,737.5,281,0.0033597969450056553,0.8647077305675338
31,1,736.4,291,0.006703790742903948,0.8603841919146962
32,1,736.4,276,0.004555818159133196,0.8560822709551227
33,1,736.5,290,3.895240068435669,0.851801859600347
34,1,737.3,287,0.03894439712166786,0.8475428503023453
35,1,736.0,295,0.004371946677565575,0.8433051360508336
36,1,737.0,304,0.04865597188472748,0.8390886103705794
37,1,736.5,301,0.002552905585616827,0.8348931673187264
38,1,736.3,280,0.005588947795331478,0.8307187014821328
39,1,736.3,290,3.895604372024536,0.8265651079747222
40,1,736.8,306,0.0026323336642235518,0.8224322824348486
41,1,736.5,273,4.057207107543945,0.8183201210226743
