episode,level,reward,steps,loss,epsilon
1,4,-45.0,112,0.0,1.0
2,4,-38.5,154,0.08488701283931732,0.995
3,4,-50.5,110,1.6515119075775146,0.990025
4,4,-48.5,111,0.8355928063392639,0.985074875
5,4,55.0,275,0.838951587677002,0.9801495006250001
6,4,441.5,523,1.5928630828857422,0.9752487531218751
7,4,124.0,252,0.01889379508793354,0.9703725093562657
8,4,124.0,287,0.01706448569893837,0.9655206468094844
9,4,-63.5,118,1.5985522270202637,0.960693043575437
10,4,-11.0,153,0.03187761455774307,0.9558895783575597
11,4,-63.5,111,1.5910191535949707,0.9511101304657719
12,4,67.0,265,0.7936700582504272,0.946354579813443
13,4,-51.5,110,0.03483672812581062,0.9416228069143757
14,4,-4.0,160,0.7825711965560913,0.9369146928798039
15,4,-47.0,153,2.3135287761688232,0.9322301194154049
16,4,434.0,517,0.017996810376644135,0.9275689688183278
17,4,17.5,152,0.8056563138961792,0.9229311239742362
18,4,84.5,261,0.8100171685218811,0.918316468354365
19,4,-51.5,115,0.7747039198875427,0.9137248860125932
20,4,-44.5,119,0.8198880553245544,0.9091562615825302
21,4,-44.5,104,0.8129295110702515,0.9046104802746175
22,4,-48.5,109,0.8013683557510376,0.9000874278732445
23,4,-52.0,110,0.7930945158004761,0.8955869907338783
24,4,-31.0,126,0.8269545435905457,0.8911090557802088
25,4,-46.0,108,0.024892890825867653,0.8866535105013078
26,4,78.0,245,0.7634055614471436,0.8822202429488013
27,4,-51.0,112,0.03298822045326233,0.8778091417340573
28,4,568.0,506,0.013128447346389294,0.8734200960253871
29,4,128.5,253,0.0238715298473835,0.8690529955452602
30,4,20.0,144,0.02402150258421898,0.8647077305675338
31,4,-51.0,135,0.036552660167217255,0.8603841919146962
32,4,762.5,766,0.8092811107635498,0.8560822709551227
33,4,-39.0,109,0.022595863789319992,0.851801859600347
34,4,-81.0,106,0.022122573107481003,0.8475428503023453
35,4,-44.5,111,0.7788214683532715,0.8433051360508336
36,4,-48.0,106,2.9300613403320312,0.8390886103705794
37,4,-55.0,155,0.5291922688484192,0.8348931673187264
38,4,-48.0,108,0.7739649415016174,0.8307187014821328
39,4,-44.0,106,1.2448928356170654,0.8265651079747222
40,4,-50.0,109,1.2080904245376587,0.8224322824348486
41,4,-17.5,141,0.8142440915107727,0.8183201210226743
42,4,-90.5,109,0.023431003093719482,0.8142285204175609
43,4,114.5,281,0.0276164710521698,0.810157377815473
44,4,-49.0,115,0.0254072155803442,0.8061065909263957
45,4,-33.5,146,0.7995721697807312,0.8020760579717637
46,4,-55.0,110,0.0525122731924057,0.798065677681905
47,4,-43.0,104,0.6664707660675049,0.7940753492934954
48,4,-49.0,114,0.814119815826416,0.7901049725470279
49,4,-38.5,115,1.313847303390503,0.7861544476842928
50,4,-47.5,109,0.8173344135284424,0.7822236754458713
51,4,-40.0,106,0.016900502145290375,0.778312557068642
52,4,431.0,457,0.028136080130934715,0.7744209942832988
53,4,-48.5,104,0.8111971020698547,0.7705488893118823
54,4,-24.0,150,0.7972591519355774,0.7666961448653229
55,4,-48.5,106,0.018450384959578514,0.7628626641409962
56,4,-13.5,154,0.020073525607585907,0.7590483508202912
57,4,20.0,143,0.8069159388542175,0.7552531090661897
58,4,78.5,259,0.7506706118583679,0.7514768435208588
59,4,73.0,225,0.8634010553359985,0.7477194593032545
60,4,-46.5,104,0.7975544333457947,0.7439808620067382
61,4,-39.0,105,0.8114655017852783,0.7402609576967045
62,4,-43.0,104,0.805391252040863,0.736559652908221
63,4,67.5,217,0.02631458453834057,0.7328768546436799
64,4,16.5,130,0.8143879771232605,0.7292124703704616
65,4,73.5,239,0.032484348863363266,0.7255664080186093
66,4,-39.5,104,0.8080071806907654,0.7219385759785162
67,4,-39.5,104,3.1658897399902344,0.7183288830986236
68,4,-40.5,104,0.7949469089508057,0.7147372386831305
69,4,-51.0,107,0.01295797061175108,0.7111635524897149
70,4,-44.0,105,0.0169278122484684,0.7076077347272662
71,4,-44.0,114,0.01410497073084116,0.7040696960536299
72,4,-49.5,110,0.025916269049048424,0.7005493475733617
73,4,188.0,249,0.8000844120979309,0.697046600835495
74,4,-61.0,106,0.04565712809562683,0.6935613678313175
75,4,-43.0,111,0.8262258768081665,0.6900935609921609
76,4,79.5,244,1.5934882164001465,0.6866430931872001
77,4,86.5,255,0.02015114761888981,0.6832098777212641
78,4,-40.0,110,0.8288989663124084,0.6797938283326578
79,4,-42.5,106,0.8007569909095764,0.6763948591909945
80,4,-46.0,104,0.0331844724714756,0.6730128848950395
81,4,73.5,224,0.02985733561217785,0.6696478204705644
82,4,-29.5,115,0.8065487146377563,0.6662995813682115
83,4,-43.5,110,3.1116347312927246,0.6629680834613705
84,4,-48.5,116,0.796078622341156,0.6596532430440636
85,4,-41.5,110,0.01167720090597868,0.6563549768288433
86,4,426.5,438,0.049109794199466705,0.653073201944699
87,4,-41.5,108,1.583160400390625,0.6498078359349755
88,4,-37.5,106,0.014314997009932995,0.6465587967553006
89,4,-48.0,105,0.017165787518024445,0.6433260027715241
90,4,-46.0,104,0.8038823008537292,0.6401093727576664
91,4,-61.5,111,0.04198067635297775,0.6369088258938781
92,4,-44.0,114,0.7624868750572205,0.6337242817644086
93,4,-44.5,105,1.594645619392395,0.6305556603555866
94,4,-43.5,114,2.372384786605835,0.6274028820538087
95,4,-42.5,105,1.5761226415634155,0.6242658676435396
96,4,-42.5,111,0.029544049873948097,0.6211445383053219
97,4,72.0,226,0.804919421672821,0.6180388156137953
98,4,138.0,248,1.5762953758239746,0.6149486215357263
99,4,-34.0,104,0.8169550895690918,0.6118738784280476
100,4,-53.0,113,0.8204159140586853,0.6088145090359074
101,4,-40.5,120,0.024285893887281418,0.6057704364907278
102,4,-39.5,106,0.7972933053970337,0.6027415843082742
103,4,608.0,565,0.801662802696228,0.5997278763867329
104,4,263.0,273,0.051385749131441116,0.5967292370047992
105,4,86.0,248,0.8093211650848389,0.5937455908197752
106,4,-53.5,106,0.015722040086984634,0.5907768628656763
107,4,-42.5,108,0.7992983460426331,0.5878229785513479
108,4,-39.0,108,0.021022051572799683,0.5848838636585911
109,4,-43.0,110,0.9166089296340942,0.5819594443402982
110,4,-40.0,106,1.6016792058944702,0.5790496471185967
111,4,-45.0,108,0.03898803889751434,0.5761543988830038
112,4,439.0,430,0.7939842343330383,0.5732736268885887
113,4,-36.0,119,0.8158409595489502,0.5704072587541458
114,4,68.5,234,0.03997361287474632,0.567555222460375
115,4,-40.0,110,0.022995833307504654,0.5647174463480732
116,4,-44.5,105,1.602177619934082,0.5618938591163328
117,4,-40.5,103,0.03141321241855621,0.5590843898207511
118,4,72.0,222,0.022338472306728363,0.5562889678716474
119,4,23.0,126,0.04224923998117447,0.5535075230322891
120,4,98.5,240,0.022595126181840897,0.5507399854171277
121,4,575.5,541,0.012935005128383636,0.547986285490042
122,4,19.0,125,0.8023396730422974,0.5452463540625918
123,4,76.5,215,0.02424193173646927,0.5425201222922789
124,4,-47.0,105,0.042286552488803864,0.5398075216808175
125,4,-41.5,109,1.5110275745391846,0.5371084840724134
126,4,-39.5,107,0.829072892665863,0.5344229416520513
127,4,83.5,225,1.5758742094039917,0.531750826943791
128,4,22.5,134,0.04858200252056122,0.5290920728090721
129,4,145.5,244,0.02834794670343399,0.5264466124450268
130,4,-42.5,114,0.024386469274759293,0.5238143793828016
131,4,84.0,232,0.8377507328987122,0.5211953074858876
132,4,-48.5,111,0.8358535766601562,0.5185893309484582
133,4,78.0,237,1.5894759893417358,0.5159963842937159
134,4,-60.0,104,0.8127892017364502,0.5134164023722473
135,4,-38.0,112,0.034389395266771317,0.510849320360386
136,4,-52.0,113,0.6628455519676208,0.5082950737585841
137,4,-42.0,112,0.8001347780227661,0.5057535983897912
138,4,-36.0,108,0.036611367017030716,0.5032248303978422
139,4,-41.5,107,0.8065270781517029,0.500708706245853
140,4,-48.5,104,0.778391420841217,0.4982051627146237
141,4,-50.0,113,0.01799597032368183,0.49571413690105054
142,4,-36.5,104,0.025252681225538254,0.4932355662165453
143,4,-47.0,105,2.3234424591064453,0.4907693883854626
144,4,-46.0,108,1.5598106384277344,0.4883155414435353
145,4,-47.0,104,3.9558942317962646,0.4858739637363176
146,4,-46.0,105,0.785004198551178,0.483444593917636
147,4,79.0,241,0.008061213418841362,0.4810273709480478
148,4,-46.0,108,4.722426414489746,0.47862223409330756
149,4,-43.5,104,0.7857980728149414,0.47622912292284103
150,4,-37.5,108,0.8025715351104736,0.4738479773082268
151,4,-36.5,107,0.015720315277576447,0.47147873742168567
152,4,-52.0,108,0.022219272330403328,0.46912134373457726
153,4,-60.0,105,0.036373239010572433,0.46677573701590436
154,4,-46.5,107,1.5691345930099487,0.46444185833082485
155,4,-52.0,109,0.029676025733351707,0.46211964903917074
156,4,-49.0,111,1.5990716218948364,0.4598090507939749
157,4,-41.5,111,1.6049411296844482,0.457510005540005
158,4,-45.0,114,0.8053194880485535,0.45522245551230495
159,4,-38.0,114,0.04101577028632164,0.4529463432347434
160,4,-43.5,111,0.3690450191497803,0.4506816115185697
